1,10796,0,8993,1802,12813,9703,1
2,10994,0,6210,4476,16896,9980,308
3,10761,0,4737,5351,18172,9946,673
4,10837,0,4524,5326,18139,9824,987
5,10647,0,4118,5330,17830,9737,1199
6,10804,0,4251,5337,18323,9315,1216
7,10742,0,4080,5342,18601,9811,1320
8,10878,0,4238,5298,19439,9534,1342
9,10835,0,4075,5389,19693,9221,1371
10,10780,0,3980,5375,19583,9749,1425
11,10690,0,3851,5395,19943,9717,1444
12,10716,0,3874,5295,20652,9785,1547
13,10896,0,3872,5451,21370,9744,1573
14,10780,0,3853,5346,21020,9836,1581
15,10819,0,3989,5264,21191,9799,1566
16,10805,0,3965,5275,21440,9906,1565
17,10945,0,3948,5388,21982,9959,1609
18,10757,0,3872,5255,21975,9595,1630
19,10823,0,3908,5333,21829,9685,1582
20,10955,0,3827,5457,22007,9935,1671
21,10893,0,3886,5355,22360,9868,1652
22,10903,0,3888,5372,22555,9537,1643
23,10882,0,3861,5399,22406,9760,1622
24,10847,0,3806,5376,22552,9627,1665
25,10681,0,3775,5234,22568,9956,1672
26,10728,0,3806,5171,23101,9617,1751
27,10887,0,3901,5309,23551,9982,1677
28,10920,0,3933,5341,23564,9789,1646
29,10757,0,3838,5239,23783,9634,1680
30,10799,0,3913,5225,23748,9607,1661
31,10676,0,3890,5124,23951,9781,1662
32,10869,0,3851,5301,24339,9789,1717
33,10773,0,3828,5311,24037,9768,1634
34,10983,0,3855,5437,24477,9825,1691
35,11004,0,3771,5521,24762,9643,1712
36,10947,0,3772,5456,24567,9857,1719
37,10716,0,3705,5280,24332,9784,1731
38,10811,0,3807,5306,24412,9859,1698
39,10891,0,3789,5337,25388,9867,1765
40,10898,0,3757,5300,25352,9470,1841
41,10905,0,3788,5386,25200,9786,1731
42,10745,0,3769,5209,25450,9754,1767
43,10920,0,3766,5414,25498,9673,1740
44,10847,0,3742,5296,25432,9988,1809
45,10921,0,3956,5215,25935,9676,1750
46,10741,0,3719,5250,25992,9956,1772
47,10713,0,3862,5091,26022,9766,1760
48,10780,0,3713,5338,26331,9706,1729
49,10798,0,3732,5309,26585,9668,1757
50,10931,0,3778,5327,26444,9999,1826
51,10868,0,3782,5284,26633,9461,1802
52,10983,0,3801,5343,27157,9317,1839
53,10819,0,3788,5338,27068,9699,1693
54,10877,0,3699,5397,26882,9644,1781
55,11071,0,3791,5495,27592,9928,1785
56,10935,0,3709,5361,27583,9631,1865
57,10962,0,3732,5414,27532,9401,1816
